chr1	+	852600	852740	chr1	852600	852740

chr1	+	852600	852740	chr1	852696	852836

chr1	+	943627	943767	chr1	943627	943767

chr1	+	943627	943767	chr1	943738	943878

chr1	-	945447	945587	chr1	945447	945587

chr1	-	945447	945587	chr1	945583	945723

chr1	-	946102	946242	chr1	946102	946242

chr1	-	946102	946242	chr1	946216	946356

chr1	-	951056	951196	chr1	951056	951196

chr1	-	951056	951196	chr1	951168	951308

chr1	-	951929	952069	chr1	951929	952069

chr1	-	951929	952069	chr1	952069	952209

chr1	-	953104	953244	chr1	953104	953244

chr1	-	953104	953244	chr1	953218	953358

chr1	-	953711	953851	chr1	953711	953851

chr1	-	953711	953851	chr1	953822	953962

chr1	-	955852	955992	chr1	955852	955992

chr1	-	955852	955992	chr1	955943	956083

chr1	-	958858	958998	chr1	958858	958998

chr1	-	958858	958998	chr1	959011	959151

chr1	+	1050162	1050302	chr1	1050162	1050302

chr1	+	1050162	1050302	chr1	1050259	1050399

chr1	+	1050356	1050496	chr1	1050356	1050496

chr1	+	1050356	1050496	chr1	1050521	1050661

chr1	+	1050655	1050795	chr1	1050655	1050795

chr1	+	1050655	1050795	chr1	1050767	1050907

chr1	+	1051182	1051322	chr1	1051182	1051322

chr1	+	1051182	1051322	chr1	1051299	1051439

chr1	+	1051382	1051522	chr1	1051382	1051522

chr1	+	1051382	1051522	chr1	1051575	1051715

chr1	+	1051657	1051797	chr1	1051657	1051797

chr1	+	1051657	1051797	chr1	1051745	1051885

chr1	+	1054377	1054517	chr1	1054377	1054517

chr1	+	1054377	1054517	chr1	1054481	1054621

chr1	-	1085807	1085947	chr1	1085807	1085947

chr1	-	1085807	1085947	chr1	1085942	1086082

chr1	-	1087068	1087208	chr1	1087068	1087208

chr1	-	1087068	1087208	chr1	1087134	1087274

chr1	-	1091920	1092060	chr1	1091920	1092060

chr1	-	1091920	1092060	chr1	1092033	1092173

chr1	+	1179963	1180103	chr1	1179963	1180103

chr1	+	1179963	1180103	chr1	1180270	1180410

chr1	+	1180412	1180552	chr1	1180412	1180552

chr1	+	1180412	1180552	chr1	1180531	1180671

chr1	-	1204328	1204468	chr1	1204328	1204468

chr1	-	1204328	1204468	chr1	1204416	1204556

chr1	-	1205299	1205439	chr1	1205299	1205439

chr1	-	1205299	1205439	chr1	1205422	1205562

chr1	-	1211871	1212011	chr1	1211871	1212011

chr1	-	1211871	1212011	chr1	1212068	1212208

chr1	-	1212567	1212707	chr1	1212567	1212707

chr1	-	1212567	1212707	chr1	1212634	1212774

chr1	-	1223173	1223313	chr1	1223173	1223313

chr1	-	1223173	1223313	chr1	1223287	1223427

chr1	-	1223761	1223901	chr1	1223761	1223901

chr1	-	1223761	1223901	chr1	1223898	1224038

chr1	+	1283907	1284047	chr1	1283907	1284047

chr1	+	1283907	1284047	chr1	1284020	1284160

chr1	+	1290200	1290340	chr1	1290200	1290340

chr1	+	1290200	1290340	chr1	1290318	1290458

chr1	-	1300087	1300227	chr1	1300087	1300227

chr1	-	1300087	1300227	chr1	1300132	1300272

chr1	-	1301917	1302057	chr1	1301917	1302057

chr1	-	1301917	1302057	chr1	1301976	1302116

chr1	-	1302851	1302991	chr1	1302851	1302991

chr1	-	1302851	1302991	chr1	1302905	1303045

chr1	+	1309015	1309155	chr1	1309015	1309155

chr1	+	1309015	1309155	chr1	1309203	1309343

chr1	-	1337906	1338046	chr1	1337906	1338046

chr1	-	1337906	1338046	chr1	1338113	1338253

chr1	-	1338451	1338591	chr1	1338451	1338591

chr1	-	1338451	1338591	chr1	1338583	1338723

chr1	-	1340176	1340316	chr1	1340176	1340316

chr1	-	1340176	1340316	chr1	1340246	1340386

chr1	-	1340339	1340479	chr1	1340339	1340479

chr1	-	1340339	1340479	chr1	1340433	1340573

chr1	-	1341596	1341736	chr1	1341596	1341736

chr1	-	1341596	1341736	chr1	1341735	1341875

chr1	-	1341982	1342122	chr1	1341982	1342122

chr1	-	1341982	1342122	chr1	1342086	1342226

chr1	-	1353959	1354099	chr1	1353959	1354099

chr1	-	1353959	1354099	chr1	1354036	1354176

chr1	-	1355173	1355313	chr1	1355173	1355313

chr1	-	1355173	1355313	chr1	1355275	1355415

chr1	-	1387706	1387846	chr1	1387706	1387846

chr1	-	1387706	1387846	chr1	1387799	1387939

chr1	-	1387883	1388023	chr1	1387883	1388023

chr1	-	1387883	1388023	chr1	1387995	1388135

chr1	-	1390159	1390299	chr1	1390159	1390299

chr1	-	1390159	1390299	chr1	1390301	1390441

chr1	-	1390388	1390528	chr1	1390388	1390528

chr1	-	1390388	1390528	chr1	1390493	1390633

chr1	-	1393325	1393465	chr1	1393325	1393465

chr1	-	1393325	1393465	chr1	1393390	1393530

chr1	-	1398526	1398666	chr1	1398526	1398666

chr1	-	1398526	1398666	chr1	1398601	1398741

chr1	-	1544792	1544932	chr1	1544792	1544932

chr1	-	1544792	1544932	chr1	1544932	1545072

chr1	-	1564702	1564842	chr1	1564702	1564842

chr1	-	1564702	1564842	chr1	1564846	1564986

chr1	+	1616437	1616577	chr1	1616437	1616577

chr1	+	1616437	1616577	chr1	1616544	1616684

chr1	+	1623703	1623843	chr1	1623703	1623843

chr1	+	1623703	1623843	chr1	1623875	1624015

chr1	+	1624724	1624864	chr1	1624724	1624864

chr1	+	1624724	1624864	chr1	1624831	1624971

chr1	+	1625215	1625355	chr1	1625215	1625355

chr1	+	1625215	1625355	chr1	1625358	1625498

chr1	+	1627225	1627365	chr1	1627225	1627365

chr1	+	1627225	1627365	chr1	1627374	1627514

chr1	+	1627602	1627742	chr1	1627602	1627742

chr1	+	1627602	1627742	chr1	1627759	1627899

chr1	+	1629062	1629202	chr1	1629062	1629202

chr1	+	1629062	1629202	chr1	1629241	1629381

chr1	+	1629568	1629708	chr1	1629568	1629708

chr1	+	1629568	1629708	chr1	1629634	1629774

chr1	-	1635866	1636006	chr1	1635866	1636006

chr1	-	1635866	1636006	chr1	1636056	1636196

chr1	-	1636611	1636751	chr1	1636611	1636751

chr1	-	1636611	1636751	chr1	1636728	1636868

chr1	-	1637337	1637477	chr1	1637337	1637477

chr1	-	1637337	1637477	chr1	1637443	1637583

chr1	-	1637691	1637831	chr1	1637691	1637831

chr1	-	1637691	1637831	chr1	1637813	1637953

chr1	-	1638429	1638569	chr1	1638429	1638569

chr1	-	1638429	1638569	chr1	1638520	1638660

