chromo	strand	start	end	count	alt3	alt5	alt3+5	skip	constitLevel	inclLevel	3usageLevel	5usageLevel	alt3singleCount	alt3singleLoc	alt5singleCount	alt5singleLoc	alt3and5singleCount	alt3and5singleLoc	OnlyESTexonCount	OnlyESTexons	genename
chr1	-	918021	918115	1	1	0	0	0	0.500	1.000	0.500	1.000	1,0	918175,918110	0	#	0	#	0	#	RP11-54O7.3
chr1	-	946401	946545	67	5	0	0	0	0.931	1.000	0.931	1.000	1,4	946476,946497	0	#	0	#	4	chr1-946411-946524,chr1-946407-946545,chr1-946403-946507,chr1-946405-946545	NOC2L
chr1	-	948489	948603	54	2	0	0	0	0.964	1.000	0.964	1.000	1,1	948594,948591	0	#	0	#	1	chr1-948492-948603	NOC2L
chr1	-	952411	952600	53	1	0	0	0	0.981	1.000	0.981	1.000	1	952510	0	#	0	#	7	chr1-952411-952458,chr1-952444-952600,chr1-952421-952600,chr1-952411-952442,chr1-952411-952554,chr1-952411-952560	NOC2L
chr1	+	962354	962471	7	1	0	0	0	0.875	1.000	0.875	1.000	1	962081	0	#	0	#	0	#	KLHL17
chr1	+	962703	962917	8	1	0	0	0	0.889	1.000	0.889	1.000	1	962615	0	#	0	#	0	#	KLHL17
chr1	+	963108	963253	4	1	0	0	0	0.800	1.000	0.800	1.000	1	963031	0	#	0	#	0	#	KLHL17
chr1	+	971076	971208	4	4	0	0	0	0.500	1.000	0.500	1.000	4	971112	0	#	0	#	0	#	PLEKHN1
chr1	-	978880	980657	1	1	0	0	0	0.500	1.000	0.500	1.000	1	981047	0	#	0	#	0	#	PERM1
chr1	+	1047775	1047895	7	1	0	0	0	0.875	1.000	0.875	1.000	1	1047781	0	#	0	#	1	chr1+1047864-1047895	AGRN
chr1	+	1049565	1049795	23	1	0	0	0	0.958	1.000	0.958	1.000	1	1049512	0	#	0	#	1	chr1+1049512-1049771	AGRN
chr1	+	1053752	1053977	49	1	0	0	0	0.980	1.000	0.980	1.000	1	1053724	0	#	0	#	0	#	AGRN
chr1	+	1060276	1060393	3	3	0	0	0	0.500	1.000	0.500	1.000	3	1060279	0	#	0	#	0	#	onlyEST
chr1	-	1090352	1090428	95	5	0	0	0	0.950	1.000	0.950	1.000	1,4	1090422,1090587	0	#	0	#	1	chr1-1090357-1090428	C1orf159
chr1	-	1091471	1091565	100	4	0	0	0	0.962	1.000	0.962	1.000	4	1091609	0	#	0	#	0	#	C1orf159
chr1	-	1218457	1218633	90	1	0	0	0	0.989	1.000	0.989	1.000	1	1218728	0	#	0	#	4	chr1-1218534-1218633,chr1-1218457-1219799	SDF4
chr1	-	1218768	1218927	92	2	0	0	0	0.979	1.000	0.979	1.000	1,1	1218943,1219005	0	#	0	#	7	chr1-1218773-1218927,chr1-1218775-1218927,chr1-1218772-1218927,chr1-1218457-1219799,chr1-1218718-1218927	SDF4
chr1	+	1280410	1280666	1	1	0	0	0	0.500	1.000	0.500	1.000	1	1280435	0	#	0	#	1	chr1+1280492-1280666	onlyEST
